Date,Price,Volume
20-Sep-19,5.02,22.99
23-Sep-19,5.04,13.05
24-Sep-19,5.04,13.81
25-Sep-19,5.06,4.83
26-Sep-19,5.06,9.15
27-Sep-19,5.01,3.28
30-Sep-19,5.03,4.28
1-Oct-19,5.05,3.23
2-Oct-19,5.02,4.46
3-Oct-19,5.01,6.37
4-Oct-19,4.86,6.07
7-Oct-19,4.86,3.44
8-Oct-19,4.9,6.41
9-Oct-19,4.85,8.34
10-Oct-19,4.86,5.44
11-Oct-19,4.86,3.85
14-Oct-19,4.92,7.5
15-Oct-19,4.93,6.3
16-Oct-19,4.98,7.94
17-Oct-19,4.97,7.71
18-Oct-19,5,8.08
21-Oct-19,4.98,3.73
22-Oct-19,4.96,5.12
23-Oct-19,4.94,5.28
24-Oct-19,4.98,11.56
25-Oct-19,4.95,7.12
29-Oct-19,5.03,21.85
30-Oct-19,5.09,15.13
31-Oct-19,5.25,28.87
1-Nov-19,5.26,11.09
4-Nov-19,5.25,10.42
5-Nov-19,5.33,17.46
6-Nov-19,5.32,7.51
7-Nov-19,5.3,9.26
8-Nov-19,5.4,13.46
11-Nov-19,5.36,11.27
12-Nov-19,5.29,6.15
13-Nov-19,5.2,7.27
14-Nov-19,5.2,6.07
15-Nov-19,5.22,6.44
18-Nov-19,5.35,5.22
19-Nov-19,5.38,4.65
20-Nov-19,5.38,6.2
21-Nov-19,5.38,7.81
22-Nov-19,5.37,4.87
25-Nov-19,5.34,6.05
26-Nov-19,5.27,22.36
27-Nov-19,5.25,7.52
28-Nov-19,5.23,6.32
29-Nov-19,5.18,8.36
2-Dec-19,5.19,3.57
3-Dec-19,5.15,8.46
4-Dec-19,5.15,8.78
5-Dec-19,5.18,6.18
6-Dec-19,5.2,7.71
9-Dec-19,5.18,7.06
10-Dec-19,5.14,5.34
11-Dec-19,5.17,5.87
12-Dec-19,5.18,13.33
13-Dec-19,5.25,7.34
16-Dec-19,5.26,4.4
17-Dec-19,5.22,9.81
18-Dec-19,5.33,8.56
19-Dec-19,5.33,6.16
20-Dec-19,5.27,11.9
23-Dec-19,5.27,4.32
24-Dec-19,5.29,2.2
26-Dec-19,5.25,0.94
27-Dec-19,5.3,4.1
30-Dec-19,5.31,5.41
31-Dec-19,5.15,9.76
2-Jan-20,5.2,5.34
3-Jan-20,5.22,5.87
6-Jan-20,5.22,5.33
7-Jan-20,5.29,6.63
8-Jan-20,5.17,4.84
9-Jan-20,5.24,5.85
10-Jan-20,5.2,5.87
13-Jan-20,5.2,4.28
14-Jan-20,5.18,7.22
15-Jan-20,5.18,5.69
16-Jan-20,5.17,3.01
17-Jan-20,5.16,7.31
20-Jan-20,5.12,2.78
21-Jan-20,5.13,3
22-Jan-20,5.03,20.13
23-Jan-20,5.05,4.64
24-Jan-20,5.06,8.42
28-Jan-20,4.96,13.85
29-Jan-20,4.99,14.23
30-Jan-20,4.95,13.18
31-Jan-20,4.93,20.8
3-Feb-20,4.85,8.88
4-Feb-20,4.92,10.75
5-Feb-20,4.98,12.92
6-Feb-20,5.02,8.96
7-Feb-20,5.15,11.26
10-Feb-20,5.07,8.9
11-Feb-20,5.08,9.86
12-Feb-20,4.95,30.2
13-Feb-20,4.88,17.53
14-Feb-20,4.87,7.71
17-Feb-20,4.92,5.77
18-Feb-20,4.96,9.5
19-Feb-20,4.95,6.25
20-Feb-20,4.98,7.88
21-Feb-20,5,7.42
24-Feb-20,4.86,29.12
25-Feb-20,4.9,13.37
26-Feb-20,4.91,18.62
27-Feb-20,4.86,18.56
28-Feb-20,4.82,28.49
2-Mar-20,4.6,34.21
3-Mar-20,4.5,36.35
4-Mar-20,4.54,25.96
5-Mar-20,4.5,23.51
6-Mar-20,4.44,18.58
9-Mar-20,4.2,25.24
10-Mar-20,4.35,37
11-Mar-20,4.39,20.49
12-Mar-20,4.27,18.84
13-Mar-20,4.01,50.32
16-Mar-20,3.6,34.28
17-Mar-20,3.49,61.15
18-Mar-20,3.35,28.42
19-Mar-20,3.14,36.5
20-Mar-20,3.64,43.78
23-Mar-20,3.29,30.11
24-Mar-20,3.44,16.79
25-Mar-20,3.52,30.25
26-Mar-20,3.5,16.92
27-Mar-20,3.57,23.91
30-Mar-20,3.51,9.84
31-Mar-20,3.6,21.89
1-Apr-20,3.53,15.93
2-Apr-20,3.52,14.29
3-Apr-20,3.5,15.14
6-Apr-20,3.5,20.8
7-Apr-20,3.56,17.92
8-Apr-20,3.52,15.14
9-Apr-20,3.54,15.03
10-Apr-20,3.52,9.07
13-Apr-20,3.5,5.81
14-Apr-20,3.57,14.14
15-Apr-20,3.56,21.85
16-Apr-20,3.55,14.56
17-Apr-20,3.63,18.09
20-Apr-20,3.77,23.33
21-Apr-20,3.61,28.83
22-Apr-20,3.49,44.74
23-Apr-20,3.49,23.14
24-Apr-20,3.5,12.71
27-Apr-20,3.52,5.57
28-Apr-20,3.41,36.43
29-Apr-20,3.37,29.29
30-Apr-20,3.45,29.87
4-May-20,3.41,16.14
5-May-20,3.43,19.96
6-May-20,3.41,14.95
8-May-20,3.44,14.38
12-May-20,3.41,14.16
13-May-20,3.5,28.89
14-May-20,3.41,22.38
15-May-20,3.46,14.71
18-May-20,3.46,8.47
19-May-20,3.48,17.85
20-May-20,3.48,14.22
21-May-20,3.56,15.31
22-May-20,3.47,17.14
27-May-20,3.42,23.98
28-May-20,3.51,23.12
29-May-20,3.77,152.25
1-Jun-20,3.64,22.98
2-Jun-20,3.68,17.82
3-Jun-20,3.84,52.84
4-Jun-20,3.96,41.45
5-Jun-20,3.96,18.44
9-Jun-20,4.04,31.18
10-Jun-20,4.05,16.01
11-Jun-20,3.95,19.48
12-Jun-20,3.81,23.27
15-Jun-20,3.63,32.37
16-Jun-20,3.73,13.01
17-Jun-20,3.75,8.53
18-Jun-20,3.7,10.13
19-Jun-20,3.68,15.87
22-Jun-20,3.69,7.05
23-Jun-20,3.64,7.37
24-Jun-20,3.62,13.46
25-Jun-20,3.57,6.36
26-Jun-20,3.58,7.55
29-Jun-20,3.53,9.27
30-Jun-20,3.56,12.52
1-Jul-20,3.61,6.14
2-Jul-20,3.69,7.84
3-Jul-20,3.7,6.23
6-Jul-20,3.7,4.63
7-Jul-20,3.7,11.36
8-Jul-20,3.8,12.07
9-Jul-20,3.76,17.7
10-Jul-20,3.81,10.08
13-Jul-20,3.8,6.47
14-Jul-20,3.71,7.79
15-Jul-20,3.67,9.21
16-Jul-20,3.67,3.14
17-Jul-20,3.61,11.14
20-Jul-20,3.53,10.34
21-Jul-20,3.59,8.62
22-Jul-20,3.55,7.24
23-Jul-20,3.66,7.73
24-Jul-20,3.57,5.44
27-Jul-20,3.57,2.56
28-Jul-20,3.59,8.84
29-Jul-20,3.6,9.96
30-Jul-20,3.59,13.72
3-Aug-20,3.46,15.79
4-Aug-20,3.46,9.5
5-Aug-20,3.43,8.56
6-Aug-20,3.45,9.05
7-Aug-20,3.44,6.67
8-Aug-20,3.49,6.97
10-Aug-20,3.45,4.15
11-Aug-20,3.44,6.04
12-Aug-20,3.54,11.41
13-Aug-20,3.6,12.94
14-Aug-20,3.55,9.49
17-Aug-20,3.57,5.67
18-Aug-20,3.5,10.24
19-Aug-20,3.46,9.92
21-Aug-20,3.43,9.62
24-Aug-20,3.4,15.01
25-Aug-20,3.39,15.95
26-Aug-20,3.37,15.52
27-Aug-20,3.37,11.67
28-Aug-20,3.3,31.75
1-Sep-20,3.2,27.95
2-Sep-20,3.28,13.13
3-Sep-20,3.25,11.4
4-Sep-20,3.26,8.27
7-Sep-20,3.24,6.74
8-Sep-20,3.23,12.64
9-Sep-20,3.2,14.23
10-Sep-20,3.18,22.03
11-Sep-20,3.17,12.58
14-Sep-20,3.15,12.05
15-Sep-20,3.23,13.09
17-Sep-20,3.18,20.4
18-Sep-20,3.16,19.35
21-Sep-20,3.12,11.21
22-Sep-20,3.12,12.98
23-Sep-20,3.1,10.09
24-Sep-20,3.05,19.3
25-Sep-20,3.06,9.93
28-Sep-20,3.07,5.47
29-Sep-20,3.09,14.51
30-Sep-20,3.08,11.66
